"Application","Object","Object Name","Object Type","Hash","Policy","Result","URL","User Agent","Response Code","Subject","Version","Command","Reason","Action","Status","Session Type","Process Name","Process ID","Parent Process ID","Parent Process Name","Parent Process Path","Quantity","Amount","Size","Rate","Duration","Session","Known Application","Host (Impacted) KBytes Rcvd","Host (Impacted) KBytes Sent","Host (Impacted) KBytes Total","Host (Impacted) Packets Rcvd","Host (Impacted) Packets Sent","Host (Impacted) Packets Total","Classification","Common Event","Priority","Direction","Severity","Vendor Message ID","Vendor Info","MPE Rule Name","Threat Name","Threat ID","CVE","Host (Origin)","Host (Impacted)","MAC Address (Origin)","MAC Address (Impacted)","Interface (Origin)","Interface (Impacted)","IP Address (Origin)","IP Address (Impacted)","NAT IP Address (Origin)","NAT IP Address (Impacted)","Hostname (Origin)","Hostname (Impacted)","Known Host (Origin)","Known Host (Impacted)","Serial Number","User (Origin)","User (Impacted)","Sender","Recipient","Group","Entity (Origin)","Entity (Impacted)","Zone (Origin)","Zone (Impacted)","Location (Origin)","Location (Impacted)","Country (Origin)","Country (Impacted)","Region (Origin)","Region (Impacted)","Log Date","Log Count","Log Source Entity","Log Source Type","Log Source Host","Log Source","Log Sequence Number","Log Message","First Log Date","Last Log Date","Network (Origin)","Network (Impacted)","Domain (Impacted)","Domain (Origin)","Protocol","TCP/UDP Port (Origin)","TCP/UDP Port (Impacted)","NAT TCP/UDP Port (Origin)","NAT TCP/UDP Port (Impacted)","Rule Block","Actions","User (Origin) Identity","User (Impacted) Identity","Sender Identity","Recipient Identity"
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","151.101.122.172",,,,,"172.29.70.147","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:15:00 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37144379","12 08 2024 17:15:00 172.16.50.251 <SLOG:INFO> Dec  8 17:15:00 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:14:59 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:50848 (unknown)->151.101.122.172:80 (unknown)",1733670900202,1733670900202,,,,,"TCP",50848,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","151.101.122.172",,,,,"172.29.70.147","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:15:00 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37144378","12 08 2024 17:15:00 172.16.50.251 <SLOG:INFO> Dec  8 17:15:00 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:14:59 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:50847 (unknown)->151.101.122.172:80 (unknown)",1733670900202,1733670900202,,,,,"TCP",50847,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.66","146.75.122.172",,,,,"172.31.162.66","146.75.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:10:29 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37127885","12 08 2024 17:10:29 172.16.50.251 <SLOG:INFO> Dec  8 17:10:29 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:10:28 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.66:59171 (unknown)->146.75.122.172:80 (unknown)",1733670629205,1733670629205,,,,,"TCP",59171,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.66","146.75.122.172",,,,,"172.31.162.66","146.75.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:09:37 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37124468","12 08 2024 17:09:37 172.16.50.251 <SLOG:INFO> Dec  8 17:09:37 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:09:35 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.66:59058 (unknown)->146.75.122.172:80 (unknown)",1733670577202,1733670577202,,,,,"TCP",59058,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.66","146.75.122.172",,,,,"172.31.162.66","146.75.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:09:37 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37124467","12 08 2024 17:09:37 172.16.50.251 <SLOG:INFO> Dec  8 17:09:37 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:09:35 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.66:59059 (unknown)->146.75.122.172:80 (unknown)",1733670577202,1733670577202,,,,,"TCP",59059,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.71.12","108.138.2.10",,,,,"172.29.71.12","108.138.2.10",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:08:05 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37119357","12 08 2024 17:08:05 172.16.50.251 <SLOG:INFO> Dec  8 17:08:05 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:08:03 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.71.12:61704 (unknown)->108.138.2.10:80 (unknown)",1733670485201,1733670485201,,,,,"TCP",61704,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.56.116","151.101.142.172",,,,,"172.29.56.116","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:03:25 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37100345","12 08 2024 17:03:25 172.16.50.251 <SLOG:INFO> Dec  8 17:03:25 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:03:24 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.56.116:51042 (unknown)->151.101.142.172:80 (unknown)",1733670205207,1733670205207,,,,,"TCP",51042,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.115","151.101.142.172",,,,,"172.31.162.115","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:01:41 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37093583","12 08 2024 17:01:41 172.16.50.251 <SLOG:INFO> Dec  8 17:01:41 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:01:40 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.115:57006 (unknown)->151.101.142.172:80 (unknown)",1733670101202,1733670101202,,,,,"TCP",57006,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.115","151.101.142.172",,,,,"172.31.162.115","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:01:41 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37093584","12 08 2024 17:01:41 172.16.50.251 <SLOG:INFO> Dec  8 17:01:41 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:01:40 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.115:57005 (unknown)->151.101.142.172:80 (unknown)",1733670101202,1733670101202,,,,,"TCP",57005,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.115","151.101.142.172",,,,,"172.31.162.115","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:01:41 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37093585","12 08 2024 17:01:41 172.16.50.251 <SLOG:INFO> Dec  8 17:01:41 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:01:40 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.115:57010 (unknown)->151.101.142.172:80 (unknown)",1733670101202,1733670101202,,,,,"TCP",57010,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.179","151.101.142.172",,,,,"172.29.66.179","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 6:59:29 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37083715","12 08 2024 16:59:29 172.16.50.251 <SLOG:INFO> Dec  8 16:59:29 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:59:27 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.179:57985 (unknown)->151.101.142.172:80 (unknown)",1733669969217,1733669969217,,,,,"TCP",57985,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.137","2.19.126.135",,,,,"172.29.66.137","2.19.126.135",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:55:28 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37066980","12 08 2024 16:55:28 172.16.50.251 <SLOG:INFO> Dec  8 16:55:28 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:55:27 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.137:60976 (unknown)->2.19.126.135:80 (unknown)",1733669728204,1733669728204,,,,,"TCP",60976,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.237","2.19.126.142",,,,,"172.31.162.237","2.19.126.142",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:53:48 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37059709","12 08 2024 16:53:48 172.16.50.251 <SLOG:INFO> Dec  8 16:53:48 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 16:53:47 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.237:64971 (unknown)->2.19.126.142:80 (unknown)",1733669628205,1733669628205,,,,,"TCP",64971,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.159","2.19.126.142",,,,,"172.31.162.159","2.19.126.142",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:51:43 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37050636","12 08 2024 16:51:43 172.16.50.251 <SLOG:INFO> Dec  8 16:51:43 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 16:51:41 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.159:55255 (unknown)->2.19.126.142:80 (unknown)",1733669503208,1733669503208,,,,,"TCP",55255,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.56.206","2.19.126.142",,,,,"172.29.56.206","2.19.126.142",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:50:25 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37045460","12 08 2024 16:50:25 172.16.50.251 <SLOG:INFO> Dec  8 16:50:25 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 16:50:24 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.56.206:59893 (unknown)->2.19.126.142:80 (unknown)",1733669425208,1733669425208,,,,,"TCP",59893,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.56.206","2.19.126.142",,,,,"172.29.56.206","2.19.126.142",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:50:24 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37045390","12 08 2024 16:50:24 172.16.50.251 <SLOG:INFO> Dec  8 16:50:24 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 16:50:24 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.56.206:59895 (unknown)->2.19.126.142:80 (unknown)",1733669424208,1733669424208,,,,,"TCP",59895,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.114","2.19.126.135",,,,,"172.29.66.114","2.19.126.135",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:48:42 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37037852","12 08 2024 16:48:42 172.16.50.251 <SLOG:INFO> Dec  8 16:48:42 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:48:41 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.114:53579 (unknown)->2.19.126.135:80 (unknown)",1733669322216,1733669322216,,,,,"TCP",53579,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.114","2.19.126.135",,,,,"172.29.66.114","2.19.126.135",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:48:42 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37037850","12 08 2024 16:48:42 172.16.50.251 <SLOG:INFO> Dec  8 16:48:42 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:48:40 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.114:53578 (unknown)->2.19.126.135:80 (unknown)",1733669322216,1733669322216,,,,,"TCP",53578,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.114","2.19.126.135",,,,,"172.29.66.114","2.19.126.135",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:48:42 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37037851","12 08 2024 16:48:42 172.16.50.251 <SLOG:INFO> Dec  8 16:48:42 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:48:41 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.114:53580 (unknown)->2.19.126.135:80 (unknown)",1733669322216,1733669322216,,,,,"TCP",53580,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.61","151.101.123.52",,,,,"172.29.66.61","151.101.123.52",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 6:44:48 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37020717","12 08 2024 16:44:48 172.16.50.251 <SLOG:INFO> Dec  8 16:44:48 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:44:48 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.61:50632 (unknown)->151.101.123.52:80 (unknown)",1733669088213,1733669088213,,,,,"TCP",50632,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.179","151.101.142.172",,,,,"172.29.66.179","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 6:40:56 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37004049","12 08 2024 16:40:56 172.16.50.251 <SLOG:INFO> Dec  8 16:40:56 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:40:56 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.179:64796 (unknown)->151.101.142.172:80 (unknown)",1733668856778,1733668856778,,,,,"TCP",64796,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.179","151.101.142.172",,,,,"172.29.66.179","151.101.142.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 6:40:27 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37001995","12 08 2024 16:40:27 172.16.50.251 <SLOG:INFO> Dec  8 16:40:27 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:40:26 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.179:64733 (unknown)->151.101.142.172:80 (unknown)",1733668827778,1733668827778,,,,,"TCP",64733,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.156","2.19.126.142",,,,,"172.29.70.156","2.19.126.142",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 6:30:29 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","36961136","12 08 2024 16:30:29 172.16.50.251 <SLOG:INFO> Dec  8 16:30:29 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 16:30:27 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.156:51073 (unknown)->2.19.126.142:80 (unknown)",1733668229905,1733668229905,,,,,"TCP",51073,80,,,,,,,,
